year,geo,variable,sector,unit,value,namefile
2021,DE124,area,,KM2,738,area.xlsx
2022,DE124,area,,KM2,738,area.xlsx
2019,DE125,area,,KM2,109,area.xlsx
2020,DE125,area,,KM2,109,area.xlsx
2021,DE125,area,,KM2,109,area.xlsx
2022,DE125,area,,KM2,109,area.xlsx
2019,DE126,area,,KM2,145,area.xlsx
2020,DE126,area,,KM2,145,area.xlsx
2021,DE126,area,,KM2,145,area.xlsx
2022,DE126,area,,KM2,145,area.xlsx
2019,DE127,area,,KM2,1126,area.xlsx
2020,DE127,area,,KM2,1126,area.xlsx
2021,DE127,area,,KM2,1126,area.xlsx
2022,DE127,area,,KM2,1126,area.xlsx
2019,DE128,area,,KM2,1062,area.xlsx
2020,DE128,area,,KM2,1062,area.xlsx
2021,DE128,area,,KM2,1062,area.xlsx
2022,DE128,area,,KM2,1062,area.xlsx
2019,DE129,area,,KM2,98,area.xlsx
2020,DE129,area,,KM2,98,area.xlsx
2021,DE129,area,,KM2,98,area.xlsx
2022,DE129,area,,KM2,98,area.xlsx
2019,DE12A,area,,KM2,797,area.xlsx
2020,DE12A,area,,KM2,797,area.xlsx
2021,DE12A,area,,KM2,797,area.xlsx
2022,DE12A,area,,KM2,797,area.xlsx
2019,DE12B,area,,KM2,574,area.xlsx
2020,DE12B,area,,KM2,574,area.xlsx
2021,DE12B,area,,KM2,574,area.xlsx
2022,DE12B,area,,KM2,574,area.xlsx
2019,DE12C,area,,KM2,870,area.xlsx
2020,DE12C,area,,KM2,870,area.xlsx
2021,DE12C,area,,KM2,870,area.xlsx
2022,DE12C,area,,KM2,870,area.xlsx
2019,DE131,area,,KM2,153,area.xlsx
2020,DE131,area,,KM2,153,area.xlsx
2021,DE131,area,,KM2,153,area.xlsx
2022,DE131,area,,KM2,153,area.xlsx
2019,DE132,area,,KM2,1378,area.xlsx
2020,DE132,area,,KM2,1378,area.xlsx
2021,DE132,area,,KM2,1378,area.xlsx
2022,DE132,area,,KM2,1378,area.xlsx
2019,DE133,area,,KM2,680,area.xlsx
2020,DE133,area,,KM2,680,area.xlsx
2021,DE133,area,,KM2,680,area.xlsx
2022,DE133,area,,KM2,680,area.xlsx
2019,DE134,area,,KM2,1860,area.xlsx
2020,DE134,area,,KM2,1860,area.xlsx
2021,DE134,area,,KM2,1860,area.xlsx
2022,DE134,area,,KM2,1860,area.xlsx
2019,DE135,area,,KM2,769,area.xlsx
2020,DE135,area,,KM2,769,area.xlsx
2021,DE135,area,,KM2,769,area.xlsx
2022,DE135,area,,KM2,769,area.xlsx
2019,DE136,area,,KM2,1025,area.xlsx
2020,DE136,area,,KM2,1025,area.xlsx
2021,DE136,area,,KM2,1025,area.xlsx
2022,DE136,area,,KM2,1025,area.xlsx
2019,DE137,area,,KM2,734,area.xlsx
2020,DE137,area,,KM2,734,area.xlsx
2021,DE137,area,,KM2,734,area.xlsx
2022,DE137,area,,KM2,734,area.xlsx
2019,DE138,area,,KM2,818,area.xlsx
2020,DE138,area,,KM2,818,area.xlsx
2021,DE138,area,,KM2,818,area.xlsx
2022,DE138,area,,KM2,818,area.xlsx
2019,DE139,area,,KM2,807,area.xlsx
2020,DE139,area,,KM2,807,area.xlsx
2021,DE139,area,,KM2,807,area.xlsx
2022,DE139,area,,KM2,807,area.xlsx
2019,DE13A,area,,KM2,1131,area.xlsx
2020,DE13A,area,,KM2,1131,area.xlsx
2021,DE13A,area,,KM2,1131,area.xlsx
2022,DE13A,area,,KM2,1131,area.xlsx
2019,DE141,area,,KM2,1092,area.xlsx
2020,DE141,area,,KM2,1092,area.xlsx
2021,DE141,area,,KM2,1092,area.xlsx
2022,DE141,area,,KM2,1092,area.xlsx
2019,DE142,area,,KM2,519,area.xlsx
2020,DE142,area,,KM2,519,area.xlsx
2021,DE142,area,,KM2,519,area.xlsx
2022,DE142,area,,KM2,519,area.xlsx
2019,DE143,area,,KM2,918,area.xlsx
2020,DE143,area,,KM2,918,area.xlsx
2021,DE143,area,,KM2,918,area.xlsx
2022,DE143,area,,KM2,918,area.xlsx
2019,DE144,area,,KM2,119,area.xlsx
2020,DE144,area,,KM2,119,area.xlsx
2021,DE144,area,,KM2,119,area.xlsx
2022,DE144,area,,KM2,119,area.xlsx
2019,DE145,area,,KM2,1359,area.xlsx
2020,DE145,area,,KM2,1359,area.xlsx
2021,DE145,area,,KM2,1359,area.xlsx
2022,DE145,area,,KM2,1359,area.xlsx
2019,DE146,area,,KM2,1409,area.xlsx
2020,DE146,area,,KM2,1409,area.xlsx
2021,DE146,area,,KM2,1409,area.xlsx
2022,DE146,area,,KM2,1409,area.xlsx
2019,DE147,area,,KM2,665,area.xlsx
2020,DE147,area,,KM2,665,area.xlsx
2021,DE147,area,,KM2,665,area.xlsx
2022,DE147,area,,KM2,665,area.xlsx
2019,DE148,area,,KM2,1632,area.xlsx
2020,DE148,area,,KM2,1632,area.xlsx
2021,DE148,area,,KM2,1632,area.xlsx
2022,DE148,area,,KM2,1632,area.xlsx
2019,DE149,area,,KM2,1204,area.xlsx
2020,DE149,area,,KM2,1204,area.xlsx
2021,DE149,area,,KM2,1204,area.xlsx
2022,DE149,area,,KM2,1204,area.xlsx
2019,DE211,area,,KM2,133,area.xlsx
2020,DE211,area,,KM2,133,area.xlsx
2021,DE211,area,,KM2,133,area.xlsx
2022,DE211,area,,KM2,133,area.xlsx
2019,DE212,area,,KM2,311,area.xlsx
2020,DE212,area,,KM2,311,area.xlsx
2021,DE212,area,,KM2,311,area.xlsx
2022,DE212,area,,KM2,311,area.xlsx
2019,DE213,area,,KM2,37,area.xlsx
2020,DE213,area,,KM2,37,area.xlsx
2021,DE213,area,,KM2,37,area.xlsx
2022,DE213,area,,KM2,37,area.xlsx
2019,DE214,area,,KM2,569,area.xlsx
2020,DE214,area,,KM2,569,area.xlsx
2021,DE214,area,,KM2,569,area.xlsx
2022,DE214,area,,KM2,569,area.xlsx
2019,DE215,area,,KM2,840,area.xlsx
2020,DE215,area,,KM2,840,area.xlsx
2021,DE215,area,,KM2,840,area.xlsx
2022,DE215,area,,KM2,840,area.xlsx
2019,DE216,area,,KM2,1111,area.xlsx
2020,DE216,area,,KM2,1111,area.xlsx
2021,DE216,area,,KM2,1111,area.xlsx
2022,DE216,area,,KM2,1111,area.xlsx
2019,DE217,area,,KM2,579,area.xlsx
2020,DE217,area,,KM2,579,area.xlsx
2021,DE217,area,,KM2,579,area.xlsx
2022,DE217,area,,KM2,579,area.xlsx
2019,DE218,area,,KM2,549,area.xlsx
2020,DE218,area,,KM2,549,area.xlsx
2021,DE218,area,,KM2,549,area.xlsx
2022,DE218,area,,KM2,549,area.xlsx
2019,DE219,area,,KM2,1214,area.xlsx
2020,DE219,area,,KM2,1214,area.xlsx
2021,DE219,area,,KM2,1214,area.xlsx
2022,DE219,area,,KM2,1214,area.xlsx
2019,DE21A,area,,KM2,871,area.xlsx
2020,DE21A,area,,KM2,871,area.xlsx
2021,DE21A,area,,KM2,871,area.xlsx
2022,DE21A,area,,KM2,871,area.xlsx
2019,DE21B,area,,KM2,800,area.xlsx
2020,DE21B,area,,KM2,800,area.xlsx
2021,DE21B,area,,KM2,800,area.xlsx
2022,DE21B,area,,KM2,800,area.xlsx
2019,DE21C,area,,KM2,435,area.xlsx
2020,DE21C,area,,KM2,435,area.xlsx
2021,DE21C,area,,KM2,435,area.xlsx
2022,DE21C,area,,KM2,435,area.xlsx
2019,DE21D,area,,KM2,1012,area.xlsx
2020,DE21D,area,,KM2,1012,area.xlsx
2021,DE21D,area,,KM2,1012,area.xlsx
2022,DE21D,area,,KM2,1012,area.xlsx
2019,DE21E,area,,KM2,804,area.xlsx
2020,DE21E,area,,KM2,804,area.xlsx
2021,DE21E,area,,KM2,804,area.xlsx
2022,DE21E,area,,KM2,804,area.xlsx
2019,DE21F,area,,KM2,866,area.xlsx
2020,DE21F,area,,KM2,866,area.xlsx
2021,DE21F,area,,KM2,866,area.xlsx
2022,DE21F,area,,KM2,866,area.xlsx
2019,DE21G,area,,KM2,805,area.xlsx
2020,DE21G,area,,KM2,805,area.xlsx
2021,DE21G,area,,KM2,805,area.xlsx
2022,DE21G,area,,KM2,805,area.xlsx
2019,DE21H,area,,KM2,664,area.xlsx
2020,DE21H,area,,KM2,664,area.xlsx
2021,DE21H,area,,KM2,664,area.xlsx
2022,DE21H,area,,KM2,664,area.xlsx
2019,DE21I,area,,KM2,740,area.xlsx
2020,DE21I,area,,KM2,740,area.xlsx
2021,DE21I,area,,KM2,740,area.xlsx
2022,DE21I,area,,KM2,740,area.xlsx
2019,DE21J,area,,KM2,761,area.xlsx
2020,DE21J,area,,KM2,761,area.xlsx
2021,DE21J,area,,KM2,761,area.xlsx
2022,DE21J,area,,KM2,761,area.xlsx
2019,DE21K,area,,KM2,1439,area.xlsx
2020,DE21K,area,,KM2,1439,area.xlsx
2021,DE21K,area,,KM2,1439,area.xlsx
2022,DE21K,area,,KM2,1439,area.xlsx
2019,DE21L,area,,KM2,488,area.xlsx
2020,DE21L,area,,KM2,488,area.xlsx
2021,DE21L,area,,KM2,488,area.xlsx
2022,DE21L,area,,KM2,488,area.xlsx
2019,DE21M,area,,KM2,1534,area.xlsx
2020,DE21M,area,,KM2,1534,area.xlsx
2021,DE21M,area,,KM2,1534,area.xlsx
2022,DE21M,area,,KM2,1534,area.xlsx
2019,DE21N,area,,KM2,966,area.xlsx
2020,DE21N,area,,KM2,966,area.xlsx
2021,DE21N,area,,KM2,966,area.xlsx
2022,DE21N,area,,KM2,966,area.xlsx
2019,DE221,area,,KM2,66,area.xlsx
2020,DE221,area,,KM2,66,area.xlsx
2021,DE221,area,,KM2,66,area.xlsx
2022,DE221,area,,KM2,66,area.xlsx
2019,DE222,area,,KM2,70,area.xlsx
2020,DE222,area,,KM2,70,area.xlsx
2021,DE222,area,,KM2,70,area.xlsx
2022,DE222,area,,KM2,70,area.xlsx
2019,DE223,area,,KM2,68,area.xlsx
2020,DE223,area,,KM2,68,area.xlsx
2021,DE223,area,,KM2,68,area.xlsx
2022,DE223,area,,KM2,68,area.xlsx
2019,DE224,area,,KM2,861,area.xlsx
2020,DE224,area,,KM2,861,area.xlsx
2021,DE224,area,,KM2,861,area.xlsx
2022,DE224,area,,KM2,861,area.xlsx
2019,DE225,area,,KM2,984,area.xlsx
2020,DE225,area,,KM2,984,area.xlsx
2021,DE225,area,,KM2,984,area.xlsx
2022,DE225,area,,KM2,984,area.xlsx
2019,DE226,area,,KM2,1065,area.xlsx
2020,DE226,area,,KM2,1065,area.xlsx
2021,DE226,area,,KM2,1065,area.xlsx
2022,DE226,area,,KM2,1065,area.xlsx
2019,DE227,area,,KM2,1348,area.xlsx
2020,DE227,area,,KM2,1348,area.xlsx
2021,DE227,area,,KM2,1348,area.xlsx
2022,DE227,area,,KM2,1348,area.xlsx
2019,DE228,area,,KM2,1530,area.xlsx
2020,DE228,area,,KM2,1530,area.xlsx
2021,DE228,area,,KM2,1530,area.xlsx
2022,DE228,area,,KM2,1530,area.xlsx
2019,DE229,area,,KM2,975,area.xlsx
2020,DE229,area,,KM2,975,area.xlsx
2021,DE229,area,,KM2,975,area.xlsx
2022,DE229,area,,KM2,975,area.xlsx
2019,DE22A,area,,KM2,1281,area.xlsx
2020,DE22A,area,,KM2,1281,area.xlsx
2021,DE22A,area,,KM2,1281,area.xlsx
2022,DE22A,area,,KM2,1281,area.xlsx
2019,DE22B,area,,KM2,1202,area.xlsx
2020,DE22B,area,,KM2,1202,area.xlsx
2021,DE22B,area,,KM2,1202,area.xlsx
2022,DE22B,area,,KM2,1202,area.xlsx
2019,DE22C,area,,KM2,878,area.xlsx
2020,DE22C,area,,KM2,878,area.xlsx
2021,DE22C,area,,KM2,878,area.xlsx
2022,DE22C,area,,KM2,878,area.xlsx
2019,DE231,area,,KM2,50,area.xlsx
2020,DE231,area,,KM2,50,area.xlsx
2021,DE231,area,,KM2,50,area.xlsx
2022,DE231,area,,KM2,50,area.xlsx
2019,DE232,area,,KM2,81,area.xlsx
2020,DE232,area,,KM2,81,area.xlsx
2021,DE232,area,,KM2,81,area.xlsx
2022,DE232,area,,KM2,81,area.xlsx
2019,DE233,area,,KM2,71,area.xlsx
2020,DE233,area,,KM2,71,area.xlsx
2021,DE233,area,,KM2,71,area.xlsx
2022,DE233,area,,KM2,71,area.xlsx
2019,DE234,area,,KM2,1256,area.xlsx
2020,DE234,area,,KM2,1256,area.xlsx
2021,DE234,area,,KM2,1256,area.xlsx
2022,DE234,area,,KM2,1256,area.xlsx
2019,DE235,area,,KM2,1520,area.xlsx
2020,DE235,area,,KM2,1520,area.xlsx
2021,DE235,area,,KM2,1520,area.xlsx
2022,DE235,area,,KM2,1520,area.xlsx
2019,DE236,area,,KM2,1344,area.xlsx
2020,DE236,area,,KM2,1344,area.xlsx
2021,DE236,area,,KM2,1344,area.xlsx
2022,DE236,area,,KM2,1344,area.xlsx
2019,DE237,area,,KM2,1428,area.xlsx
2020,DE237,area,,KM2,1428,area.xlsx
2021,DE237,area,,KM2,1428,area.xlsx
2022,DE237,area,,KM2,1428,area.xlsx
2019,DE238,area,,KM2,1392,area.xlsx
2020,DE238,area,,KM2,1392,area.xlsx
2021,DE238,area,,KM2,1392,area.xlsx
2022,DE238,area,,KM2,1392,area.xlsx
2019,DE239,area,,KM2,1465,area.xlsx
2020,DE239,area,,KM2,1465,area.xlsx
2021,DE239,area,,KM2,1465,area.xlsx
2022,DE239,area,,KM2,1465,area.xlsx
2019,DE23A,area,,KM2,1084,area.xlsx
2020,DE23A,area,,KM2,1084,area.xlsx
2021,DE23A,area,,KM2,1084,area.xlsx
2022,DE23A,area,,KM2,1084,area.xlsx
2019,DE241,area,,KM2,55,area.xlsx
2020,DE241,area,,KM2,55,area.xlsx
2021,DE241,area,,KM2,55,area.xlsx
2022,DE241,area,,KM2,55,area.xlsx
2019,DE242,area,,KM2,67,area.xlsx
2020,DE242,area,,KM2,67,area.xlsx
2021,DE242,area,,KM2,67,area.xlsx
2022,DE242,area,,KM2,67,area.xlsx
2019,DE243,area,,KM2,48,area.xlsx
2020,DE243,area,,KM2,48,area.xlsx
2021,DE243,area,,KM2,48,area.xlsx
2022,DE243,area,,KM2,48,area.xlsx
2019,DE244,area,,KM2,58,area.xlsx
2020,DE244,area,,KM2,58,area.xlsx
2021,DE244,area,,KM2,58,area.xlsx
2022,DE244,area,,KM2,58,area.xlsx
2019,DE245,area,,KM2,1168,area.xlsx
2020,DE245,area,,KM2,1168,area.xlsx
2021,DE245,area,,KM2,1168,area.xlsx
2022,DE245,area,,KM2,1168,area.xlsx
2019,DE246,area,,KM2,1274,area.xlsx
2020,DE246,area,,KM2,1274,area.xlsx
2021,DE246,area,,KM2,1274,area.xlsx
2022,DE246,area,,KM2,1274,area.xlsx
2019,DE247,area,,KM2,590,area.xlsx
2020,DE247,area,,KM2,590,area.xlsx
2021,DE247,area,,KM2,590,area.xlsx
2022,DE247,area,,KM2,590,area.xlsx
2019,DE248,area,,KM2,643,area.xlsx
2020,DE248,area,,KM2,643,area.xlsx
2021,DE248,area,,KM2,643,area.xlsx
2022,DE248,area,,KM2,643,area.xlsx
2019,DE249,area,,KM2,893,area.xlsx
2020,DE249,area,,KM2,893,area.xlsx
2021,DE249,area,,KM2,893,area.xlsx
2022,DE249,area,,KM2,893,area.xlsx
2019,DE24A,area,,KM2,652,area.xlsx
2020,DE24A,area,,KM2,652,area.xlsx
2021,DE24A,area,,KM2,652,area.xlsx
2022,DE24A,area,,KM2,652,area.xlsx
2019,DE24B,area,,KM2,658,area.xlsx
2020,DE24B,area,,KM2,658,area.xlsx
2021,DE24B,area,,KM2,658,area.xlsx
2022,DE24B,area,,KM2,658,area.xlsx
2019,DE24C,area,,KM2,520,area.xlsx
2020,DE24C,area,,KM2,520,area.xlsx
2021,DE24C,area,,KM2,520,area.xlsx
2022,DE24C,area,,KM2,520,area.xlsx
2019,DE24D,area,,KM2,606,area.xlsx
2020,DE24D,area,,KM2,606,area.xlsx
2021,DE24D,area,,KM2,606,area.xlsx
2022,DE24D,area,,KM2,606,area.xlsx
2019,DE251,area,,KM2,100,area.xlsx
2020,DE251,area,,KM2,100,area.xlsx
2021,DE251,area,,KM2,100,area.xlsx
2022,DE251,area,,KM2,100,area.xlsx
2019,DE252,area,,KM2,77,area.xlsx
2020,DE252,area,,KM2,77,area.xlsx
2021,DE252,area,,KM2,77,area.xlsx
2022,DE252,area,,KM2,77,area.xlsx
2019,DE253,area,,KM2,63,area.xlsx
2020,DE253,area,,KM2,63,area.xlsx
2021,DE253,area,,KM2,63,area.xlsx
2022,DE253,area,,KM2,63,area.xlsx
2019,DE254,area,,KM2,186,area.xlsx
2020,DE254,area,,KM2,186,area.xlsx
2021,DE254,area,,KM2,186,area.xlsx
2022,DE254,area,,KM2,186,area.xlsx
2019,DE255,area,,KM2,41,area.xlsx
2020,DE255,area,,KM2,41,area.xlsx
2021,DE255,area,,KM2,41,area.xlsx
2022,DE255,area,,KM2,41,area.xlsx
2019,DE256,area,,KM2,1971,area.xlsx
2020,DE256,area,,KM2,1971,area.xlsx
2021,DE256,area,,KM2,1971,area.xlsx
2022,DE256,area,,KM2,1971,area.xlsx
2019,DE257,area,,KM2,565,area.xlsx
2020,DE257,area,,KM2,565,area.xlsx
2021,DE257,area,,KM2,565,area.xlsx
2022,DE257,area,,KM2,565,area.xlsx
2019,DE258,area,,KM2,307,area.xlsx
2020,DE258,area,,KM2,307,area.xlsx
2021,DE258,area,,KM2,307,area.xlsx
2022,DE258,area,,KM2,307,area.xlsx
2019,DE259,area,,KM2,800,area.xlsx
2020,DE259,area,,KM2,800,area.xlsx
2021,DE259,area,,KM2,800,area.xlsx
2022,DE259,area,,KM2,800,area.xlsx
2019,DE25A,area,,KM2,1267,area.xlsx
2020,DE25A,area,,KM2,1267,area.xlsx
2021,DE25A,area,,KM2,1267,area.xlsx
2022,DE25A,area,,KM2,1267,area.xlsx
2019,DE25B,area,,KM2,895,area.xlsx
2020,DE25B,area,,KM2,895,area.xlsx
2021,DE25B,area,,KM2,895,area.xlsx
2022,DE25B,area,,KM2,895,area.xlsx
2019,DE25C,area,,KM2,971,area.xlsx
2020,DE25C,area,,KM2,971,area.xlsx
2021,DE25C,area,,KM2,971,area.xlsx
2022,DE25C,area,,KM2,971,area.xlsx
2019,DE261,area,,KM2,62,area.xlsx
2020,DE261,area,,KM2,62,area.xlsx
2021,DE261,area,,KM2,62,area.xlsx
2022,DE261,area,,KM2,62,area.xlsx
2019,DE262,area,,KM2,36,area.xlsx
2020,DE262,area,,KM2,36,area.xlsx
2021,DE262,area,,KM2,36,area.xlsx
2022,DE262,area,,KM2,36,area.xlsx
2019,DE263,area,,KM2,88,area.xlsx
2020,DE263,area,,KM2,88,area.xlsx
2021,DE263,area,,KM2,88,area.xlsx
2022,DE263,area,,KM2,88,area.xlsx
2019,DE264,area,,KM2,699,area.xlsx
2020,DE264,area,,KM2,699,area.xlsx
2021,DE264,area,,KM2,699,area.xlsx
2022,DE264,area,,KM2,699,area.xlsx
2019,DE265,area,,KM2,1137,area.xlsx
2020,DE265,area,,KM2,1137,area.xlsx
2021,DE265,area,,KM2,1137,area.xlsx
2022,DE265,area,,KM2,1137,area.xlsx
2019,DE266,area,,KM2,1022,area.xlsx
2020,DE266,area,,KM2,1022,area.xlsx
2021,DE266,area,,KM2,1022,area.xlsx
2022,DE266,area,,KM2,1022,area.xlsx
2019,DE267,area,,KM2,956,area.xlsx
2020,DE267,area,,KM2,956,area.xlsx
2021,DE267,area,,KM2,956,area.xlsx
2022,DE267,area,,KM2,956,area.xlsx
2019,DE268,area,,KM2,684,area.xlsx
2020,DE268,area,,KM2,684,area.xlsx
2021,DE268,area,,KM2,684,area.xlsx
2022,DE268,area,,KM2,684,area.xlsx
2019,DE269,area,,KM2,716,area.xlsx
2020,DE269,area,,KM2,716,area.xlsx
2021,DE269,area,,KM2,716,area.xlsx
2022,DE269,area,,KM2,716,area.xlsx
2019,DE26A,area,,KM2,1321,area.xlsx
2020,DE26A,area,,KM2,1321,area.xlsx
2021,DE26A,area,,KM2,1321,area.xlsx
2022,DE26A,area,,KM2,1321,area.xlsx
2019,DE26B,area,,KM2,841,area.xlsx
2020,DE26B,area,,KM2,841,area.xlsx
2021,DE26B,area,,KM2,841,area.xlsx
2022,DE26B,area,,KM2,841,area.xlsx
2019,DE26C,area,,KM2,968,area.xlsx
2020,DE26C,area,,KM2,968,area.xlsx
2021,DE26C,area,,KM2,968,area.xlsx
2022,DE26C,area,,KM2,968,area.xlsx
2019,DE271,area,,KM2,147,area.xlsx
2020,DE271,area,,KM2,147,area.xlsx
2021,DE271,area,,KM2,147,area.xlsx
2022,DE271,area,,KM2,147,area.xlsx
2019,DE272,area,,KM2,40,area.xlsx
2020,DE272,area,,KM2,40,area.xlsx
2021,DE272,area,,KM2,40,area.xlsx
2022,DE272,area,,KM2,40,area.xlsx
2019,DE273,area,,KM2,63,area.xlsx
2020,DE273,area,,KM2,63,area.xlsx
2021,DE273,area,,KM2,63,area.xlsx
2022,DE273,area,,KM2,63,area.xlsx
2019,DE274,area,,KM2,70,area.xlsx
2020,DE274,area,,KM2,70,area.xlsx
2021,DE274,area,,KM2,70,area.xlsx
2022,DE274,area,,KM2,70,area.xlsx
2019,DE275,area,,KM2,780,area.xlsx
2020,DE275,area,,KM2,780,area.xlsx
2021,DE275,area,,KM2,780,area.xlsx
2022,DE275,area,,KM2,780,area.xlsx
2019,DE276,area,,KM2,1071,area.xlsx
2020,DE276,area,,KM2,1071,area.xlsx
2021,DE276,area,,KM2,1071,area.xlsx
2022,DE276,area,,KM2,1071,area.xlsx
2019,DE277,area,,KM2,792,area.xlsx
2020,DE277,area,,KM2,792,area.xlsx
2021,DE277,area,,KM2,792,area.xlsx
2022,DE277,area,,KM2,792,area.xlsx
2019,DE278,area,,KM2,762,area.xlsx
2020,DE278,area,,KM2,762,area.xlsx
2021,DE278,area,,KM2,762,area.xlsx
2022,DE278,area,,KM2,762,area.xlsx
2019,DE279,area,,KM2,516,area.xlsx
2020,DE279,area,,KM2,516,area.xlsx
2021,DE279,area,,KM2,516,area.xlsx
2022,DE279,area,,KM2,516,area.xlsx
2019,DE27A,area,,KM2,323,area.xlsx
2020,DE27A,area,,KM2,323,area.xlsx
2021,DE27A,area,,KM2,323,area.xlsx
2022,DE27A,area,,KM2,323,area.xlsx
2019,DE27B,area,,KM2,1394,area.xlsx
2020,DE27B,area,,KM2,1394,area.xlsx
2021,DE27B,area,,KM2,1394,area.xlsx
2022,DE27B,area,,KM2,1394,area.xlsx
2019,DE27C,area,,KM2,1230,area.xlsx
2020,DE27C,area,,KM2,1230,area.xlsx
2021,DE27C,area,,KM2,1230,area.xlsx
2022,DE27C,area,,KM2,1230,area.xlsx
2019,DE27D,area,,KM2,1275,area.xlsx
2020,DE27D,area,,KM2,1275,area.xlsx
2021,DE27D,area,,KM2,1275,area.xlsx
2022,DE27D,area,,KM2,1275,area.xlsx
2019,DE27E,area,,KM2,1528,area.xlsx
2020,DE27E,area,,KM2,1528,area.xlsx
2021,DE27E,area,,KM2,1528,area.xlsx
2022,DE27E,area,,KM2,1528,area.xlsx
2019,DE300,area,,KM2,891,area.xlsx
2020,DE300,area,,KM2,891,area.xlsx
2021,DE300,area,,KM2,891,area.xlsx
2022,DE300,area,,KM2,891,area.xlsx
2019,DE401,area,,KM2,230,area.xlsx
2020,DE401,area,,KM2,230,area.xlsx
2021,DE401,area,,KM2,230,area.xlsx
2022,DE401,area,,KM2,230,area.xlsx
2019,DE402,area,,KM2,166,area.xlsx
2020,DE402,area,,KM2,166,area.xlsx
2021,DE402,area,,KM2,166,area.xlsx
2022,DE402,area,,KM2,166,area.xlsx
2019,DE403,area,,KM2,148,area.xlsx
2020,DE403,area,,KM2,148,area.xlsx
2021,DE403,area,,KM2,148,area.xlsx
2022,DE403,area,,KM2,148,area.xlsx
2019,DE404,area,,KM2,188,area.xlsx
2020,DE404,area,,KM2,188,area.xlsx
2021,DE404,area,,KM2,188,area.xlsx
2022,DE404,area,,KM2,188,area.xlsx
2019,DE405,area,,KM2,1480,area.xlsx
2020,DE405,area,,KM2,1480,area.xlsx
2021,DE405,area,,KM2,1480,area.xlsx
2022,DE405,area,,KM2,1480,area.xlsx
2019,DE406,area,,KM2,2274,area.xlsx
2020,DE406,area,,KM2,2274,area.xlsx
2021,DE406,area,,KM2,2274,area.xlsx
2022,DE406,area,,KM2,2274,area.xlsx
2019,DE407,area,,KM2,1900,area.xlsx
2020,DE407,area,,KM2,1900,area.xlsx
2021,DE407,area,,KM2,1900,area.xlsx
2022,DE407,area,,KM2,1900,area.xlsx
2019,DE408,area,,KM2,1727,area.xlsx
2020,DE408,area,,KM2,1727,area.xlsx
2021,DE408,area,,KM2,1727,area.xlsx
2022,DE408,area,,KM2,1727,area.xlsx
2019,DE409,area,,KM2,2159,area.xlsx
2020,DE409,area,,KM2,2159,area.xlsx
2021,DE409,area,,KM2,2159,area.xlsx
2022,DE409,area,,KM2,2159,area.xlsx
2019,DE40A,area,,KM2,1808,area.xlsx
2020,DE40A,area,,KM2,1808,area.xlsx
2021,DE40A,area,,KM2,1808,area.xlsx
2022,DE40A,area,,KM2,1808,area.xlsx
2019,DE40B,area,,KM2,1223,area.xlsx
2020,DE40B,area,,KM2,1223,area.xlsx
2021,DE40B,area,,KM2,1223,area.xlsx
2022,DE40B,area,,KM2,1223,area.xlsx
2019,DE40C,area,,KM2,2257,area.xlsx
2020,DE40C,area,,KM2,2257,area.xlsx
2021,DE40C,area,,KM2,2257,area.xlsx
2022,DE40C,area,,KM2,2257,area.xlsx
2019,DE40D,area,,KM2,2527,area.xlsx
2020,DE40D,area,,KM2,2527,area.xlsx
2021,DE40D,area,,KM2,2527,area.xlsx
2022,DE40D,area,,KM2,2527,area.xlsx
2019,DE40E,area,,KM2,2592,area.xlsx
2020,DE40E,area,,KM2,2592,area.xlsx
2021,DE40E,area,,KM2,2592,area.xlsx
2022,DE40E,area,,KM2,2592,area.xlsx
2019,DE40F,area,,KM2,2139,area.xlsx
2020,DE40F,area,,KM2,2139,area.xlsx
2021,DE40F,area,,KM2,2139,area.xlsx
2022,DE40F,area,,KM2,2139,area.xlsx
2019,DE40G,area,,KM2,1657,area.xlsx
2020,DE40G,area,,KM2,1657,area.xlsx
2021,DE40G,area,,KM2,1657,area.xlsx
2022,DE40G,area,,KM2,1657,area.xlsx
2019,DE40H,area,,KM2,2104,area.xlsx
2020,DE40H,area,,KM2,2104,area.xlsx
2021,DE40H,area,,KM2,2104,area.xlsx
2022,DE40H,area,,KM2,2104,area.xlsx
2019,DE40I,area,,KM2,3077,area.xlsx
2020,DE40I,area,,KM2,3077,area.xlsx
2021,DE40I,area,,KM2,3077,area.xlsx
2022,DE40I,area,,KM2,3077,area.xlsx
2019,DE501,area,,KM2,326,area.xlsx
2020,DE501,area,,KM2,326,area.xlsx
2021,DE501,area,,KM2,326,area.xlsx
2022,DE501,area,,KM2,326,area.xlsx
2019,DE502,area,,KM2,94,area.xlsx
2020,DE502,area,,KM2,94,area.xlsx
2021,DE502,area,,KM2,94,area.xlsx
2022,DE502,area,,KM2,94,area.xlsx
2019,DE600,area,,KM2,755,area.xlsx
2020,DE600,area,,KM2,755,area.xlsx
2021,DE600,area,,KM2,755,area.xlsx
2022,DE600,area,,KM2,755,area.xlsx
2019,DE711,area,,KM2,122,area.xlsx
2020,DE711,area,,KM2,122,area.xlsx
2021,DE711,area,,KM2,122,area.xlsx
2022,DE711,area,,KM2,122,area.xlsx
2019,DE712,area,,KM2,248,area.xlsx
2020,DE712,area,,KM2,248,area.xlsx
2021,DE712,area,,KM2,248,area.xlsx
2022,DE712,area,,KM2,248,area.xlsx
