year,geo,variable,sector,unit,value,namefile
2019,PL924,gross value added,B-E,MIO_EUR,840.24,gva.xlsx
2020,PL924,gross value added,B-E,MIO_EUR,840.65,gva.xlsx
2019,PL925,gross value added,B-E,MIO_EUR,1051.75,gva.xlsx
2020,PL925,gross value added,B-E,MIO_EUR,1035.34,gva.xlsx
2019,PL926,gross value added,B-E,MIO_EUR,732.5,gva.xlsx
2020,PL926,gross value added,B-E,MIO_EUR,765.92,gva.xlsx
2019,PT111,gross value added,B-E,MIO_EUR,956.91,gva.xlsx
2020,PT111,gross value added,B-E,MIO_EUR,945.4,gva.xlsx
2019,PT112,gross value added,B-E,MIO_EUR,1611.64,gva.xlsx
2020,PT112,gross value added,B-E,MIO_EUR,1542.16,gva.xlsx
2019,PT119,gross value added,B-E,MIO_EUR,2569.47,gva.xlsx
2020,PT119,gross value added,B-E,MIO_EUR,2446.11,gva.xlsx
2019,PT11A,gross value added,B-E,MIO_EUR,6477.16,gva.xlsx
2020,PT11A,gross value added,B-E,MIO_EUR,6181.41,gva.xlsx
2019,PT11B,gross value added,B-E,MIO_EUR,217.65,gva.xlsx
2020,PT11B,gross value added,B-E,MIO_EUR,217.79,gva.xlsx
2019,PT11C,gross value added,B-E,MIO_EUR,1373,gva.xlsx
2020,PT11C,gross value added,B-E,MIO_EUR,1351.07,gva.xlsx
2019,PT11D,gross value added,B-E,MIO_EUR,504.65,gva.xlsx
2020,PT11D,gross value added,B-E,MIO_EUR,489.63,gva.xlsx
2019,PT11E,gross value added,B-E,MIO_EUR,319,gva.xlsx
2020,PT11E,gross value added,B-E,MIO_EUR,318.59,gva.xlsx
2019,PT150,gross value added,B-E,MIO_EUR,453.23,gva.xlsx
2020,PT150,gross value added,B-E,MIO_EUR,425.6,gva.xlsx
2019,PT16B,gross value added,B-E,MIO_EUR,1079.81,gva.xlsx
2020,PT16B,gross value added,B-E,MIO_EUR,1045.93,gva.xlsx
2019,PT16D,gross value added,B-E,MIO_EUR,2291.39,gva.xlsx
2020,PT16D,gross value added,B-E,MIO_EUR,2226.03,gva.xlsx
2019,PT16E,gross value added,B-E,MIO_EUR,1549.61,gva.xlsx
2020,PT16E,gross value added,B-E,MIO_EUR,1419.01,gva.xlsx
2019,PT16F,gross value added,B-E,MIO_EUR,1434.24,gva.xlsx
2020,PT16F,gross value added,B-E,MIO_EUR,1384.96,gva.xlsx
2019,PT16G,gross value added,B-E,MIO_EUR,747.47,gva.xlsx
2020,PT16G,gross value added,B-E,MIO_EUR,759.86,gva.xlsx
2019,PT16H,gross value added,B-E,MIO_EUR,318.3,gva.xlsx
2020,PT16H,gross value added,B-E,MIO_EUR,293.07,gva.xlsx
2019,PT16I,gross value added,B-E,MIO_EUR,743.91,gva.xlsx
2020,PT16I,gross value added,B-E,MIO_EUR,727.74,gva.xlsx
2019,PT16J,gross value added,B-E,MIO_EUR,513.98,gva.xlsx
2020,PT16J,gross value added,B-E,MIO_EUR,469.45,gva.xlsx
2019,PT170,gross value added,B-E,MIO_EUR,6268.79,gva.xlsx
2020,PT170,gross value added,B-E,MIO_EUR,5948.53,gva.xlsx
2019,PT181,gross value added,B-E,MIO_EUR,502.49,gva.xlsx
2020,PT181,gross value added,B-E,MIO_EUR,168.14,gva.xlsx
2019,PT184,gross value added,B-E,MIO_EUR,443.64,gva.xlsx
2020,PT184,gross value added,B-E,MIO_EUR,365.34,gva.xlsx
2019,PT185,gross value added,B-E,MIO_EUR,727.55,gva.xlsx
2020,PT185,gross value added,B-E,MIO_EUR,758.63,gva.xlsx
2019,PT186,gross value added,B-E,MIO_EUR,240.41,gva.xlsx
2020,PT186,gross value added,B-E,MIO_EUR,229.18,gva.xlsx
2019,PT187,gross value added,B-E,MIO_EUR,376.96,gva.xlsx
2020,PT187,gross value added,B-E,MIO_EUR,340.4,gva.xlsx
2019,PT200,gross value added,B-E,MIO_EUR,274.96,gva.xlsx
2020,PT200,gross value added,B-E,MIO_EUR,289.47,gva.xlsx
2019,PT300,gross value added,B-E,MIO_EUR,289.21,gva.xlsx
2020,PT300,gross value added,B-E,MIO_EUR,259.75,gva.xlsx
2019,RO111,gross value added,B-E,MIO_EUR,1227.24,gva.xlsx
2020,RO111,gross value added,B-E,MIO_EUR,1191.51,gva.xlsx
2019,RO112,gross value added,B-E,MIO_EUR,610.69,gva.xlsx
2020,RO112,gross value added,B-E,MIO_EUR,565.61,gva.xlsx
2019,RO113,gross value added,B-E,MIO_EUR,1973.53,gva.xlsx
2020,RO113,gross value added,B-E,MIO_EUR,1921.94,gva.xlsx
2019,RO114,gross value added,B-E,MIO_EUR,1021.31,gva.xlsx
2020,RO114,gross value added,B-E,MIO_EUR,955.65,gva.xlsx
2019,RO115,gross value added,B-E,MIO_EUR,776.03,gva.xlsx
2020,RO115,gross value added,B-E,MIO_EUR,732.1,gva.xlsx
2019,RO116,gross value added,B-E,MIO_EUR,523.47,gva.xlsx
2020,RO116,gross value added,B-E,MIO_EUR,448.22,gva.xlsx
2019,RO121,gross value added,B-E,MIO_EUR,1239.52,gva.xlsx
2020,RO121,gross value added,B-E,MIO_EUR,1161.71,gva.xlsx
2019,RO122,gross value added,B-E,MIO_EUR,1895.69,gva.xlsx
2020,RO122,gross value added,B-E,MIO_EUR,1724.66,gva.xlsx
2019,RO123,gross value added,B-E,MIO_EUR,457.27,gva.xlsx
2020,RO123,gross value added,B-E,MIO_EUR,419.32,gva.xlsx
2019,RO124,gross value added,B-E,MIO_EUR,708.39,gva.xlsx
2020,RO124,gross value added,B-E,MIO_EUR,662.46,gva.xlsx
2019,RO125,gross value added,B-E,MIO_EUR,1224.37,gva.xlsx
2020,RO125,gross value added,B-E,MIO_EUR,1254.01,gva.xlsx
2019,RO126,gross value added,B-E,MIO_EUR,1630.81,gva.xlsx
2020,RO126,gross value added,B-E,MIO_EUR,1472.52,gva.xlsx
2019,RO211,gross value added,B-E,MIO_EUR,690.3,gva.xlsx
2020,RO211,gross value added,B-E,MIO_EUR,697.64,gva.xlsx
2019,RO212,gross value added,B-E,MIO_EUR,427.92,gva.xlsx
2020,RO212,gross value added,B-E,MIO_EUR,410.31,gva.xlsx
2019,RO213,gross value added,B-E,MIO_EUR,1018.19,gva.xlsx
2020,RO213,gross value added,B-E,MIO_EUR,959.68,gva.xlsx
2019,RO214,gross value added,B-E,MIO_EUR,581.25,gva.xlsx
2020,RO214,gross value added,B-E,MIO_EUR,592.32,gva.xlsx
2019,RO215,gross value added,B-E,MIO_EUR,828.04,gva.xlsx
2020,RO215,gross value added,B-E,MIO_EUR,834.03,gva.xlsx
2019,RO216,gross value added,B-E,MIO_EUR,362.97,gva.xlsx
2020,RO216,gross value added,B-E,MIO_EUR,334.64,gva.xlsx
2019,RO221,gross value added,B-E,MIO_EUR,479.27,gva.xlsx
2020,RO221,gross value added,B-E,MIO_EUR,431.8,gva.xlsx
2019,RO222,gross value added,B-E,MIO_EUR,834.87,gva.xlsx
2020,RO222,gross value added,B-E,MIO_EUR,897.9,gva.xlsx
2019,RO223,gross value added,B-E,MIO_EUR,2245.72,gva.xlsx
2020,RO223,gross value added,B-E,MIO_EUR,1914.52,gva.xlsx
2019,RO224,gross value added,B-E,MIO_EUR,794.28,gva.xlsx
2020,RO224,gross value added,B-E,MIO_EUR,706.24,gva.xlsx
2019,RO225,gross value added,B-E,MIO_EUR,362.48,gva.xlsx
2020,RO225,gross value added,B-E,MIO_EUR,392.7,gva.xlsx
2019,RO226,gross value added,B-E,MIO_EUR,464.92,gva.xlsx
2020,RO226,gross value added,B-E,MIO_EUR,427.53,gva.xlsx
2019,RO311,gross value added,B-E,MIO_EUR,1949.17,gva.xlsx
2020,RO311,gross value added,B-E,MIO_EUR,1749.54,gva.xlsx
2019,RO312,gross value added,B-E,MIO_EUR,376.31,gva.xlsx
2020,RO312,gross value added,B-E,MIO_EUR,355.81,gva.xlsx
2019,RO313,gross value added,B-E,MIO_EUR,1121.87,gva.xlsx
2020,RO313,gross value added,B-E,MIO_EUR,1066.61,gva.xlsx
2019,RO314,gross value added,B-E,MIO_EUR,178.03,gva.xlsx
2020,RO314,gross value added,B-E,MIO_EUR,464.19,gva.xlsx
2019,RO315,gross value added,B-E,MIO_EUR,355.34,gva.xlsx
2020,RO315,gross value added,B-E,MIO_EUR,353.41,gva.xlsx
2019,RO316,gross value added,B-E,MIO_EUR,2837.61,gva.xlsx
2020,RO316,gross value added,B-E,MIO_EUR,2565.57,gva.xlsx
2019,RO317,gross value added,B-E,MIO_EUR,504.5,gva.xlsx
2020,RO317,gross value added,B-E,MIO_EUR,444.85,gva.xlsx
2019,RO321,gross value added,B-E,MIO_EUR,6587.76,gva.xlsx
2020,RO321,gross value added,B-E,MIO_EUR,5392.6,gva.xlsx
2019,RO322,gross value added,B-E,MIO_EUR,1397.76,gva.xlsx
2020,RO322,gross value added,B-E,MIO_EUR,1361.92,gva.xlsx
2019,RO411,gross value added,B-E,MIO_EUR,1395.28,gva.xlsx
2020,RO411,gross value added,B-E,MIO_EUR,1302.85,gva.xlsx
2019,RO412,gross value added,B-E,MIO_EUR,1256.65,gva.xlsx
2020,RO412,gross value added,B-E,MIO_EUR,1069.38,gva.xlsx
2019,RO413,gross value added,B-E,MIO_EUR,237.58,gva.xlsx
2020,RO413,gross value added,B-E,MIO_EUR,393.51,gva.xlsx
2019,RO414,gross value added,B-E,MIO_EUR,792.53,gva.xlsx
2020,RO414,gross value added,B-E,MIO_EUR,614.55,gva.xlsx
2019,RO415,gross value added,B-E,MIO_EUR,766.63,gva.xlsx
2020,RO415,gross value added,B-E,MIO_EUR,786,gva.xlsx
2019,RO421,gross value added,B-E,MIO_EUR,1460.1,gva.xlsx
2020,RO421,gross value added,B-E,MIO_EUR,1276.81,gva.xlsx
2019,RO422,gross value added,B-E,MIO_EUR,418.52,gva.xlsx
2020,RO422,gross value added,B-E,MIO_EUR,384.93,gva.xlsx
2019,RO423,gross value added,B-E,MIO_EUR,746.13,gva.xlsx
2020,RO423,gross value added,B-E,MIO_EUR,688.28,gva.xlsx
2019,RO424,gross value added,B-E,MIO_EUR,2952.99,gva.xlsx
2020,RO424,gross value added,B-E,MIO_EUR,2697.25,gva.xlsx
2019,ROZZZ,gross value added,B-E,MIO_EUR,12.45,gva.xlsx
2020,ROZZZ,gross value added,B-E,MIO_EUR,11.68,gva.xlsx
2019,SE110,gross value added,B-E,MIO_EUR,13779.45,gva.xlsx
2020,SE110,gross value added,B-E,MIO_EUR,13346.94,gva.xlsx
2019,SE121,gross value added,B-E,MIO_EUR,2506.63,gva.xlsx
2020,SE121,gross value added,B-E,MIO_EUR,2398.23,gva.xlsx
2019,SE122,gross value added,B-E,MIO_EUR,2060.99,gva.xlsx
2020,SE122,gross value added,B-E,MIO_EUR,1699.51,gva.xlsx
2019,SE123,gross value added,B-E,MIO_EUR,3492.55,gva.xlsx
2020,SE123,gross value added,B-E,MIO_EUR,3376.98,gva.xlsx
2019,SE124,gross value added,B-E,MIO_EUR,2510.22,gva.xlsx
2020,SE124,gross value added,B-E,MIO_EUR,2458.32,gva.xlsx
2019,SE125,gross value added,B-E,MIO_EUR,2202.93,gva.xlsx
2020,SE125,gross value added,B-E,MIO_EUR,2200.33,gva.xlsx
2019,SE211,gross value added,B-E,MIO_EUR,3829.32,gva.xlsx
2020,SE211,gross value added,B-E,MIO_EUR,4069.89,gva.xlsx
2019,SE212,gross value added,B-E,MIO_EUR,1738.67,gva.xlsx
2020,SE212,gross value added,B-E,MIO_EUR,1720.4,gva.xlsx
2019,SE213,gross value added,B-E,MIO_EUR,2026.23,gva.xlsx
2020,SE213,gross value added,B-E,MIO_EUR,1971.62,gva.xlsx
2019,SE214,gross value added,B-E,MIO_EUR,182.07,gva.xlsx
2020,SE214,gross value added,B-E,MIO_EUR,186.08,gva.xlsx
2019,SE221,gross value added,B-E,MIO_EUR,1270.36,gva.xlsx
2020,SE221,gross value added,B-E,MIO_EUR,1371.99,gva.xlsx
2019,SE224,gross value added,B-E,MIO_EUR,7296.47,gva.xlsx
2020,SE224,gross value added,B-E,MIO_EUR,7464.71,gva.xlsx
2019,SE231,gross value added,B-E,MIO_EUR,2037.28,gva.xlsx
2020,SE231,gross value added,B-E,MIO_EUR,1991.74,gva.xlsx
2019,SE232,gross value added,B-E,MIO_EUR,15946.02,gva.xlsx
2020,SE232,gross value added,B-E,MIO_EUR,14843.58,gva.xlsx
2019,SE311,gross value added,B-E,MIO_EUR,2418.15,gva.xlsx
2020,SE311,gross value added,B-E,MIO_EUR,2387.46,gva.xlsx
2019,SE312,gross value added,B-E,MIO_EUR,2292.45,gva.xlsx
2020,SE312,gross value added,B-E,MIO_EUR,1978.77,gva.xlsx
2019,SE313,gross value added,B-E,MIO_EUR,2445.91,gva.xlsx
2020,SE313,gross value added,B-E,MIO_EUR,2591.75,gva.xlsx
2019,SE321,gross value added,B-E,MIO_EUR,1933.5,gva.xlsx
2020,SE321,gross value added,B-E,MIO_EUR,1714.67,gva.xlsx
2019,SE322,gross value added,B-E,MIO_EUR,656.15,gva.xlsx
2020,SE322,gross value added,B-E,MIO_EUR,650.85,gva.xlsx
2019,SE331,gross value added,B-E,MIO_EUR,2545.92,gva.xlsx
2020,SE331,gross value added,B-E,MIO_EUR,2485.6,gva.xlsx
2019,SE332,gross value added,B-E,MIO_EUR,3885.32,gva.xlsx
2020,SE332,gross value added,B-E,MIO_EUR,3565.73,gva.xlsx
2019,SEZZZ,gross value added,B-E,MIO_EUR,0,gva.xlsx
2019,SI031,gross value added,B-E,MIO_EUR,442.98,gva.xlsx
2020,SI031,gross value added,B-E,MIO_EUR,440.15,gva.xlsx
2021,SI031,gross value added,B-E,MIO_EUR,491.51,gva.xlsx
2019,SI032,gross value added,B-E,MIO_EUR,1405.19,gva.xlsx
2020,SI032,gross value added,B-E,MIO_EUR,1356.18,gva.xlsx
2021,SI032,gross value added,B-E,MIO_EUR,1475.42,gva.xlsx
2019,SI033,gross value added,B-E,MIO_EUR,508.31,gva.xlsx
2020,SI033,gross value added,B-E,MIO_EUR,482.22,gva.xlsx
2021,SI033,gross value added,B-E,MIO_EUR,498.24,gva.xlsx
2019,SI034,gross value added,B-E,MIO_EUR,1711.17,gva.xlsx
2020,SI034,gross value added,B-E,MIO_EUR,1613.11,gva.xlsx
2021,SI034,gross value added,B-E,MIO_EUR,1745.45,gva.xlsx
2019,SI035,gross value added,B-E,MIO_EUR,194.08,gva.xlsx
2020,SI035,gross value added,B-E,MIO_EUR,190.67,gva.xlsx
2021,SI035,gross value added,B-E,MIO_EUR,192.62,gva.xlsx
2019,SI036,gross value added,B-E,MIO_EUR,557.34,gva.xlsx
2020,SI036,gross value added,B-E,MIO_EUR,582.54,gva.xlsx
2021,SI036,gross value added,B-E,MIO_EUR,601.37,gva.xlsx
2019,SI037,gross value added,B-E,MIO_EUR,1402.08,gva.xlsx
2020,SI037,gross value added,B-E,MIO_EUR,1388.02,gva.xlsx
2021,SI037,gross value added,B-E,MIO_EUR,1418.05,gva.xlsx
2019,SI038,gross value added,B-E,MIO_EUR,225.09,gva.xlsx
2020,SI038,gross value added,B-E,MIO_EUR,223.72,gva.xlsx
2021,SI038,gross value added,B-E,MIO_EUR,248.98,gva.xlsx
2019,SI041,gross value added,B-E,MIO_EUR,2761.91,gva.xlsx
2020,SI041,gross value added,B-E,MIO_EUR,2818.45,gva.xlsx
2021,SI041,gross value added,B-E,MIO_EUR,3044.48,gva.xlsx
2019,SI042,gross value added,B-E,MIO_EUR,1304.68,gva.xlsx
2020,SI042,gross value added,B-E,MIO_EUR,1201.99,gva.xlsx
2021,SI042,gross value added,B-E,MIO_EUR,1298.84,gva.xlsx
2019,SI043,gross value added,B-E,MIO_EUR,679.48,gva.xlsx
2020,SI043,gross value added,B-E,MIO_EUR,661.13,gva.xlsx
2021,SI043,gross value added,B-E,MIO_EUR,736.56,gva.xlsx
2019,SI044,gross value added,B-E,MIO_EUR,303.05,gva.xlsx
2020,SI044,gross value added,B-E,MIO_EUR,282.52,gva.xlsx
2021,SI044,gross value added,B-E,MIO_EUR,293.95,gva.xlsx
2019,SK010,gross value added,B-E,MIO_EUR,4265.31,gva.xlsx
2020,SK010,gross value added,B-E,MIO_EUR,3662.18,gva.xlsx
2021,SK010,gross value added,B-E,MIO_EUR,3938.59,gva.xlsx
2019,SK021,gross value added,B-E,MIO_EUR,3748.97,gva.xlsx
2020,SK021,gross value added,B-E,MIO_EUR,3433.93,gva.xlsx
2021,SK021,gross value added,B-E,MIO_EUR,3310.17,gva.xlsx
2019,SK022,gross value added,B-E,MIO_EUR,2189.84,gva.xlsx
2020,SK022,gross value added,B-E,MIO_EUR,2145.33,gva.xlsx
2021,SK022,gross value added,B-E,MIO_EUR,2426.87,gva.xlsx
2019,SK023,gross value added,B-E,MIO_EUR,3352.52,gva.xlsx
2020,SK023,gross value added,B-E,MIO_EUR,3139.63,gva.xlsx
2021,SK023,gross value added,B-E,MIO_EUR,3147.99,gva.xlsx
2019,SK031,gross value added,B-E,MIO_EUR,2537.02,gva.xlsx
2020,SK031,gross value added,B-E,MIO_EUR,2328.22,gva.xlsx
2021,SK031,gross value added,B-E,MIO_EUR,2638.96,gva.xlsx
2019,SK032,gross value added,B-E,MIO_EUR,1809.68,gva.xlsx
2020,SK032,gross value added,B-E,MIO_EUR,1740.32,gva.xlsx
2021,SK032,gross value added,B-E,MIO_EUR,1980.87,gva.xlsx
2019,SK041,gross value added,B-E,MIO_EUR,1869.26,gva.xlsx
2020,SK041,gross value added,B-E,MIO_EUR,1814.18,gva.xlsx
2021,SK041,gross value added,B-E,MIO_EUR,2081.17,gva.xlsx
2019,SK042,gross value added,B-E,MIO_EUR,2651.68,gva.xlsx
2020,SK042,gross value added,B-E,MIO_EUR,2463.48,gva.xlsx
2021,SK042,gross value added,B-E,MIO_EUR,2958.89,gva.xlsx
2019,AT111,gross value added,C,MIO_EUR,152,gva.xlsx
2020,AT111,gross value added,C,MIO_EUR,146,gva.xlsx
2019,AT112,gross value added,C,MIO_EUR,623,gva.xlsx
2020,AT112,gross value added,C,MIO_EUR,574,gva.xlsx
2019,AT113,gross value added,C,MIO_EUR,412,gva.xlsx
2020,AT113,gross value added,C,MIO_EUR,357,gva.xlsx
2019,AT121,gross value added,C,MIO_EUR,2325,gva.xlsx
2020,AT121,gross value added,C,MIO_EUR,2200,gva.xlsx
2019,AT122,gross value added,C,MIO_EUR,1997,gva.xlsx
2020,AT122,gross value added,C,MIO_EUR,1920,gva.xlsx
2019,AT123,gross value added,C,MIO_EUR,835,gva.xlsx
2020,AT123,gross value added,C,MIO_EUR,852,gva.xlsx
2019,AT124,gross value added,C,MIO_EUR,1157,gva.xlsx
2020,AT124,gross value added,C,MIO_EUR,1134,gva.xlsx
2019,AT125,gross value added,C,MIO_EUR,444,gva.xlsx
2020,AT125,gross value added,C,MIO_EUR,434,gva.xlsx
2019,AT126,gross value added,C,MIO_EUR,1224,gva.xlsx
2020,AT126,gross value added,C,MIO_EUR,1254,gva.xlsx
2019,AT127,gross value added,C,MIO_EUR,3046,gva.xlsx
2020,AT127,gross value added,C,MIO_EUR,2546,gva.xlsx
2019,AT130,gross value added,C,MIO_EUR,5749,gva.xlsx
2020,AT130,gross value added,C,MIO_EUR,6031,gva.xlsx
2019,AT211,gross value added,C,MIO_EUR,2264,gva.xlsx
2020,AT211,gross value added,C,MIO_EUR,2207,gva.xlsx
2019,AT212,gross value added,C,MIO_EUR,497,gva.xlsx
2020,AT212,gross value added,C,MIO_EUR,484,gva.xlsx
2019,AT213,gross value added,C,MIO_EUR,1480,gva.xlsx
2020,AT213,gross value added,C,MIO_EUR,1339,gva.xlsx
2019,AT221,gross value added,C,MIO_EUR,4397,gva.xlsx
2020,AT221,gross value added,C,MIO_EUR,4032,gva.xlsx
2019,AT222,gross value added,C,MIO_EUR,519,gva.xlsx
2020,AT222,gross value added,C,MIO_EUR,517,gva.xlsx
2019,AT223,gross value added,C,MIO_EUR,2195,gva.xlsx
2020,AT223,gross value added,C,MIO_EUR,1681,gva.xlsx
2019,AT224,gross value added,C,MIO_EUR,1723,gva.xlsx
2020,AT224,gross value added,C,MIO_EUR,1692,gva.xlsx
2019,AT225,gross value added,C,MIO_EUR,1546,gva.xlsx
2020,AT225,gross value added,C,MIO_EUR,1538,gva.xlsx
2019,AT226,gross value added,C,MIO_EUR,836,gva.xlsx
2020,AT226,gross value added,C,MIO_EUR,797,gva.xlsx
2019,AT311,gross value added,C,MIO_EUR,3883,gva.xlsx
2020,AT311,gross value added,C,MIO_EUR,3631,gva.xlsx
2019,AT312,gross value added,C,MIO_EUR,6938,gva.xlsx
2020,AT312,gross value added,C,MIO_EUR,6561,gva.xlsx
2019,AT313,gross value added,C,MIO_EUR,1328,gva.xlsx
2020,AT313,gross value added,C,MIO_EUR,1170,gva.xlsx
2019,AT314,gross value added,C,MIO_EUR,2626,gva.xlsx
2020,AT314,gross value added,C,MIO_EUR,2495,gva.xlsx
2019,AT315,gross value added,C,MIO_EUR,3066,gva.xlsx
2020,AT315,gross value added,C,MIO_EUR,2806,gva.xlsx
2019,AT321,gross value added,C,MIO_EUR,96,gva.xlsx
2020,AT321,gross value added,C,MIO_EUR,97,gva.xlsx
2019,AT322,gross value added,C,MIO_EUR,804,gva.xlsx
2020,AT322,gross value added,C,MIO_EUR,809,gva.xlsx
2019,AT323,gross value added,C,MIO_EUR,3388,gva.xlsx
2020,AT323,gross value added,C,MIO_EUR,3344,gva.xlsx
2019,AT331,gross value added,C,MIO_EUR,427,gva.xlsx
2020,AT331,gross value added,C,MIO_EUR,408,gva.xlsx
2019,AT332,gross value added,C,MIO_EUR,1705,gva.xlsx
2020,AT332,gross value added,C,MIO_EUR,1533,gva.xlsx
2019,AT333,gross value added,C,MIO_EUR,381,gva.xlsx
2020,AT333,gross value added,C,MIO_EUR,384,gva.xlsx
2019,AT334,gross value added,C,MIO_EUR,268,gva.xlsx
2020,AT334,gross value added,C,MIO_EUR,266,gva.xlsx
2019,AT335,gross value added,C,MIO_EUR,2812,gva.xlsx
2020,AT335,gross value added,C,MIO_EUR,2773,gva.xlsx
2019,AT341,gross value added,C,MIO_EUR,998,gva.xlsx
2020,AT341,gross value added,C,MIO_EUR,955,gva.xlsx
2019,AT342,gross value added,C,MIO_EUR,3752,gva.xlsx
2020,AT342,gross value added,C,MIO_EUR,3570,gva.xlsx
2019,ATZZZ,gross value added,C,MIO_EUR,0,gva.xlsx
2020,ATZZZ,gross value added,C,MIO_EUR,0,gva.xlsx
2019,BE100,gross value added,C,MIO_EUR,2449.9,gva.xlsx
2020,BE100,gross value added,C,MIO_EUR,1601.7,gva.xlsx
2021,BE100,gross value added,C,MIO_EUR,2126.9,gva.xlsx
2019,BE211,gross value added,C,MIO_EUR,7443.9,gva.xlsx
2020,BE211,gross value added,C,MIO_EUR,7195.2,gva.xlsx
2021,BE211,gross value added,C,MIO_EUR,8031.6,gva.xlsx
2019,BE212,gross value added,C,MIO_EUR,2415.7,gva.xlsx
2020,BE212,gross value added,C,MIO_EUR,2267.2,gva.xlsx
2021,BE212,gross value added,C,MIO_EUR,2630.5,gva.xlsx
2019,BE213,gross value added,C,MIO_EUR,7381.1,gva.xlsx
2020,BE213,gross value added,C,MIO_EUR,8139.8,gva.xlsx
2021,BE213,gross value added,C,MIO_EUR,8439.7,gva.xlsx
2019,BE223,gross value added,C,MIO_EUR,503.2,gva.xlsx
2020,BE223,gross value added,C,MIO_EUR,502,gva.xlsx
2021,BE223,gross value added,C,MIO_EUR,567.1,gva.xlsx
2019,BE224,gross value added,C,MIO_EUR,2347,gva.xlsx
2020,BE224,gross value added,C,MIO_EUR,2172.8,gva.xlsx
2021,BE224,gross value added,C,MIO_EUR,2558.6,gva.xlsx
2019,BE225,gross value added,C,MIO_EUR,1287.1,gva.xlsx
2020,BE225,gross value added,C,MIO_EUR,1286.9,gva.xlsx
2021,BE225,gross value added,C,MIO_EUR,1505.6,gva.xlsx
2019,BE231,gross value added,C,MIO_EUR,738,gva.xlsx
2020,BE231,gross value added,C,MIO_EUR,721.9,gva.xlsx
2021,BE231,gross value added,C,MIO_EUR,790.6,gva.xlsx
2019,BE232,gross value added,C,MIO_EUR,1048,gva.xlsx
2020,BE232,gross value added,C,MIO_EUR,1055.7,gva.xlsx
2021,BE232,gross value added,C,MIO_EUR,1168.4,gva.xlsx
2019,BE233,gross value added,C,MIO_EUR,445.5,gva.xlsx
2020,BE233,gross value added,C,MIO_EUR,456.3,gva.xlsx
2021,BE233,gross value added,C,MIO_EUR,494.6,gva.xlsx
2019,BE234,gross value added,C,MIO_EUR,4217.8,gva.xlsx
2020,BE234,gross value added,C,MIO_EUR,3959.8,gva.xlsx
2021,BE234,gross value added,C,MIO_EUR,4496.2,gva.xlsx
2019,BE235,gross value added,C,MIO_EUR,573.5,gva.xlsx
2020,BE235,gross value added,C,MIO_EUR,548.6,gva.xlsx
2021,BE235,gross value added,C,MIO_EUR,614.8,gva.xlsx
2019,BE236,gross value added,C,MIO_EUR,1352.3,gva.xlsx
2020,BE236,gross value added,C,MIO_EUR,1276.5,gva.xlsx
2021,BE236,gross value added,C,MIO_EUR,1422.5,gva.xlsx
2019,BE241,gross value added,C,MIO_EUR,1936.6,gva.xlsx
2020,BE241,gross value added,C,MIO_EUR,1784.5,gva.xlsx
2021,BE241,gross value added,C,MIO_EUR,2189.8,gva.xlsx
2019,BE242,gross value added,C,MIO_EUR,1710.5,gva.xlsx
2020,BE242,gross value added,C,MIO_EUR,1494.5,gva.xlsx
2021,BE242,gross value added,C,MIO_EUR,1654.7,gva.xlsx
2019,BE251,gross value added,C,MIO_EUR,1062.1,gva.xlsx
2020,BE251,gross value added,C,MIO_EUR,954.6,gva.xlsx
2021,BE251,gross value added,C,MIO_EUR,1116.2,gva.xlsx
2019,BE252,gross value added,C,MIO_EUR,157.9,gva.xlsx
2020,BE252,gross value added,C,MIO_EUR,169,gva.xlsx
2021,BE252,gross value added,C,MIO_EUR,190.8,gva.xlsx
2019,BE253,gross value added,C,MIO_EUR,743.7,gva.xlsx
2020,BE253,gross value added,C,MIO_EUR,751.1,gva.xlsx
2021,BE253,gross value added,C,MIO_EUR,847.5,gva.xlsx
2019,BE254,gross value added,C,MIO_EUR,2394.3,gva.xlsx
2020,BE254,gross value added,C,MIO_EUR,2277,gva.xlsx
2021,BE254,gross value added,C,MIO_EUR,2628.2,gva.xlsx
2019,BE255,gross value added,C,MIO_EUR,503.9,gva.xlsx
2020,BE255,gross value added,C,MIO_EUR,542,gva.xlsx
2021,BE255,gross value added,C,MIO_EUR,618.5,gva.xlsx
2019,BE256,gross value added,C,MIO_EUR,1216.3,gva.xlsx
2020,BE256,gross value added,C,MIO_EUR,1251.2,gva.xlsx
2021,BE256,gross value added,C,MIO_EUR,1437.4,gva.xlsx
2019,BE257,gross value added,C,MIO_EUR,1198.9,gva.xlsx
2020,BE257,gross value added,C,MIO_EUR,1228.9,gva.xlsx
2021,BE257,gross value added,C,MIO_EUR,1402.4,gva.xlsx
2019,BE258,gross value added,C,MIO_EUR,188.8,gva.xlsx
2020,BE258,gross value added,C,MIO_EUR,194.3,gva.xlsx
2021,BE258,gross value added,C,MIO_EUR,220.9,gva.xlsx
2019,BE310,gross value added,C,MIO_EUR,5998.4,gva.xlsx
2020,BE310,gross value added,C,MIO_EUR,5636,gva.xlsx
2021,BE310,gross value added,C,MIO_EUR,4395.2,gva.xlsx
2019,BE323,gross value added,C,MIO_EUR,424.2,gva.xlsx
2020,BE323,gross value added,C,MIO_EUR,413.9,gva.xlsx
2021,BE323,gross value added,C,MIO_EUR,473.3,gva.xlsx
2019,BE328,gross value added,C,MIO_EUR,1269.8,gva.xlsx
